name,location,venue_type,website,capacity,parking,catering,accommodation,facilities,contact_name,contact_email,contact_phone,facebook,instagram,twitter,linkedin,tiktok,description,address,postcode,source,scraped_date,source_url,detected_town,christmas_party,private_dining,outdoor_space,wedding_licensed,parking_onsite,accommodation_onsite
Fleetdown United Football Club,Dartford,Party Venue,http://www.fleetdownunitedfc.org.uk/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Booking Manager,,01322 273848,https://www.facebook.com/FleetdownUnited,https://www.instagram.com/fleetdownunitedfc,https://twitter.com/fleetdownfc,,,"Sports Club - Other Medium (1-150) Remember, the Fleetdown Club House is available, to Club Members and their friends, for hire for any event. Be it a party, kids party, meeting, or conference this is a great way to hire a well equipped, local venue and support your club at the same time.","Heath Lane Lower, Dartford, Kent, DA1 2QH",DA1 2QH,venues4hire.org,2026-09-03T10:05:37.291666,https://venues4hire.org/venue/details/24366/fleetdown-united-football-club,dartford,False,False,False,False,False,False
New Romney Bowls Club,New Romney,Party Venue,http://newromneybowlsclub.co.uk/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Bookings Administrator,nrbckent@yahoo.co.uk,01797 362409,,,,,,"Sports Club - Other Medium (1-150) Records show that the game of bowls was played in New Romney as long ago as 1587. This tradition is maintained by the Club at the facilities in Sussex Road. These include two greens, clubhouse with bar, lounge and dining area. Our outdoor bowling season opens in April and closes in September. The Club can be involved in playing 160 matches (fixtures) on our two bowling greens in this period. Visiting teams provide much of the competition and return year after year for their annual matches. The Club’s overall policy is to provide bowling and social facilities all year round.","Sussex Rd, New Romney, Kent, TN28 8HL",TN28 8HL,venues4hire.org,2026-09-03T10:05:39.081073,https://venues4hire.org/venue/details/22142/new-romney-bowls-club,ashford,False,False,False,False,False,False
Staplehurst Cricket & Tennis Club,Staplehurst,Party Venue,http://www.staplehurstcricket.com/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,×,Bookings Administrator,info@staplehurstcricket.com,01580 892503,https://www.facebook.com/Staplehurstcricket,https://www.instagram.com/staplehursttennis/,,,,"Sports Club - Other Medium (1-150) Set in the picturesque rural fringe of Staplehurst, we offer all that Village cricket and tennis is about with the advantage of an excellent range of playing and social facilities. We welcome members of all ages and all playing abilities or those who simply enjoy watching and supporting. Furthermore, in support of our vision, we are committed to invest in both sports and social facilities to attract and retain a good mix of playing members, especially the young, and creating an environment in which people want to spend time at the Club, be part of what’s happening and value people’s contribution.","Frittenden Road, Staplehurst, Kent, TN12 0DH",TN12 0DH,venues4hire.org,2026-09-03T10:05:42.670263,https://venues4hire.org/venue/details/22161/staplehurst-cricket-tennis-club,tonbridge,False,False,False,False,False,False
Tonbridge Angels F C,Tonbridge,Party Venue,http://www.tonbridgeangelsonline.co.uk/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Bookings Administrator,,01732 352417,,,,,,"Sports Club - Other Medium (1-150) Whatever the celebration* why not consider hiring the Longmead Lounge, at the home of the Angels. Whether it is a birthday party, anniversary, engagement, children’s party or maybe even wedding celebration give us a call to find out availability, prices and come and view the facilities. Full day, part day and evening charges apply. Includes staffed pay bar and cleaning following the party.","Darenth Avenue, Tonbridge, Kent, TN10 3JF",TN10 3JF,venues4hire.org,2026-09-03T10:05:44.438360,https://venues4hire.org/venue/details/22199/tonbridge-angels-f-c,tonbridge,False,False,False,True,False,False
Hawkenbury Inn - Weddings and private parties,Kent,Restaurant with Private Room,https://www.thehawkenbury.com/,Medium (1-150),Onsite parking,Kitchen: Yes - Professional (manned),Has onsite accommodation,"Onsite parking: 35 spaces, On-street parking, Disabled access, Kitchen: Yes - Professional (manned), Tables: 20 round tables,, 22 rectangle tables, Seating: 120 chairs,, 10 benches, Cutlery, Crockery, Bar: Yes - Manned, WiFi, Projector, Projector screen, PA system",Alison Woodbridge,,01580 890567,https://www.facebook.com/TheHawkenbury/,,,,,"Private function room available for parties, wedding receptions & business meetings Licensed for civil weddings B&B accommodation on site in three deluxe en suite rooms,  in separate accommodation away from main road and pub/restaurant, with own private patios Fresh food served daily between 12.00pm-8.30pm Winter Hours on Sundays , booking essential after 7.00 pm Karaoke system available for private parties Catering options include Hog Roast Full a-la-carte menu, daily specials Monday to Friday Lunch - 3 Course Specials £9.95 (OAP's £8.95) Probably the best Sunday Roast in Kent Monday Nights-Two main course for one (excl. Bank holidays) Wed Nights-Steak Night just £10.45","The Hawkenbury, Hawkenbury Road, Hawkenbury, Kent, TN12 0DZ",TN12 0DZ,venues4hire.org,2026-09-03T10:05:48.473164,https://venues4hire.org/venue/details/24965/hawkenbury-inn-weddings-and-private-parties,tonbridge,False,True,False,True,True,True
The Hungry Guest,West Malling,Restaurant with Private Room,http://www.thehungryguest.com,Small (1-50),No parking,No on-site catering,No on-site accommodation,"Nearby parking: Within 0 metres, Disabled toilets, Bar: Yes - Manned, WiFi",Booking Manager,info@thehungryguest.com,01798 342803,,,,,,"Pub / Restaurant Small (1-50) The Hungry Guest is available for all kinds of private parties and celebrations. Whether it be a birthday, christening, hen party, afternoon tea or even a wedding reception, we are a great venue for any occasion. A sit-down dinner, pizza party or prosecco and canapés, whatever your event, we can create a delicious menu for you and your guests. From family gatherings, corporate events, staff parties and reunions. we can seat up to 26 people for a dinner and 35 for a standing buffet, drinks reception or cocktail party. Simply email info@thehungryguest.com or speak to a member of the team and we can begin to help you plan your party, making it an event to remember.","High Street, West Malling, England, ME19 6NA",ME19 6NA,venues4hire.org,2026-09-03T10:05:52.940719,https://venues4hire.org/venue/details/33858/the-hungry-guest,maidstone,False,False,False,True,False,False
The Lighthouse Inn - Capel-le-Ferne,Capel,Restaurant with Private Room,,Large (1-300),Onsite parking,No on-site catering,Has onsite accommodation,"Onsite parking: 50 spaces, Disabled access, Disabled toilets, Tables: 5 round tables,, 8 rectangle tables, Seating: 65 chairs,, 5 benches, Bar: Yes - Fully stocked",Bookings Administrator,,01303 254080,,,,,,"When you stay at The Lighthouse Inn, you'll be within a 15-minute drive of Dover Museum and Dover Western Docks Ferry Terminal. You can grab a bite to eat at the restaurant or wind down at the end of the day with a drink from the bar/lounge. Also, this inn is within a short drive of Dover Castle.","Old Dover Road, Capel-le-Ferne, England, CT18 7HT",CT18 7HT,venues4hire.org,2026-09-03T10:05:55.585405,https://venues4hire.org/venue/details/34679/the-lighthouse-inn,folkestone,False,False,False,False,True,False
Tolgate Coffee,Rochester,Restaurant with Private Room,http://www.tolgatecoffee.co.uk,Small (1-50),No parking,Kitchen: Yes - Full - Facilities to prepare meal,No on-site accommodation,"Nearby parking: Within 100 metres, On-street parking, Disabled access, Kitchen: Yes - Full - Facilities to prepare meal, Tables: 6 rectangle tables, Seating: 20 chairs,, 4 benches, Cutlery, Crockery, WiFi, Tolgate Lounge",Margaret Wilson,,07873 524715,,,,,,Pub / Restaurant Small (1-50) An Artisan Coffee Shop available from 4pm to late.  We don't have a licence but we are happy for you to bring your own for a small fee (£2 for a bottle of wine),"7 Tolgate Lane, Rochester, England, ME2 4TG",ME2 4TG,venues4hire.org,2026-09-03T10:05:59.158907,https://venues4hire.org/venue/details/34113/tolgate-coffee,maidstone,False,False,False,False,False,False
Corpus Christi Hall,Maidstone,Restaurant with Private Room,,Medium (1-150),No parking,No on-site catering,No on-site accommodation,×,Bookings Administrator,,01622 670011,,,,,,"Pub / Restaurant Medium (1-150) The Maidstone Fraternity (Guild) of Corpus Christi was founded around 1324 by several inhabitants of the town. In 1422, John Hyssenden ‘a noble and venerable man’ gifted the brotherhood a collection of buildings at the bottom of Earl Street. These included a refectory, a chapel, three cloisters and the Hall, which would have been a centre of business in medieval Maidstone. Within 20 years, Henry VI granted the Guild a Charter of Incorporation which allowed them to own property. By 1474, there were 124 members of the Guild, of whom about 20 were women. Members included nobility, gentry and clergy of the neighbourhood, as well as the Lord Mayor of London. All members paid an annual sum, for the most part 1s 6d or 2s each, although those of higher rank contributed up to 6s 8d. Together with gifts and legacies, and an estate of lands and houses, the Guild look","Maidstone, Fairmeadow, Maidstone, Kent, ME14 1JP",ME14 1JP,venues4hire.org,2026-09-03T10:06:01.864094,https://venues4hire.org/venue/details/31575/corpus-christi-hall,maidstone,False,False,False,False,False,False
Crown Lodge,Hastingleigh,Restaurant with Private Room,http://crownlodgekent.co.uk/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Bookings Administrator,,01233 813212,https://www.facebook.com/Plesk,,https://twitter.com/Plesk,https://www.linkedin.com/company/plesk,,"Pub / Restaurant Medium (1-150) Welcome to Crown Lodge. Overlooking beautiful views of Kent and Sussex from the Wye Downs, a peaceful rural location near Ashford in Kent. Inside and out Crown Lodge is the perfect place to hold a truly spectacular Wedding, Civil Ceremony or Event.","COLD HARBOUR ROAD, Hastingleigh, Kent, TN25 5HE",TN25 5HE,venues4hire.org,2026-09-03T10:06:02.722933,https://venues4hire.org/venue/details/31576/crown-lodge,ashford,False,False,False,True,False,False
George & Dragon,Tunbridge Wells,Restaurant with Private Room,,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Booking Manager,,01892 863125,https://www.facebook.com/GandDspeldhurst/,,,,,"Pub / Restaurant Medium (1-150) The George & Dragon in Speldhurst is a traditional 13th Century Inn with roaring log fires and dramatic oak beams. Ever striving to maintain standards and never compromising on the quality of ingredients the George & Dragon, Speldhurst remains the centre of village life while adding a touch of glamour to the countryside.","Speldhurst Hill, Tunbridge Wells, Kent, TN3 0NN",TN3 0NN,venues4hire.org,2026-09-03T10:06:03.580848,https://venues4hire.org/venue/details/27680/george-dragon,tunbridge-wells,False,False,False,False,False,False
Odo's Barn,Bilsington,Restaurant with Private Room,http://www.odosbarn.com/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,"Odo's Barn, http://www.odosbarn.com/",Bookings Administrator,,01233 721748,,,,,,"Pub / Restaurant Medium (1-150) Odo’s Barn in Bilsington, near Ashford, Kent is a 15th century, beautifully restored tithe barn, set in the stunning Garden of England. Perfect for weddings, parties, functions and events, Odo’s Barn can accommodates up to 120 people but also lends itself to smaller, more intimate gatherings. We have a Civil Ceremonies licence and a licence to sell alcohol. Nestling above the Romney Marsh, Odo’s Barn is situated in the picturesque village of Bilsington and has magnificent and far reaching views. The perfect setting for any occasion. Guests can enjoy drinks and canapés on the large terrace adjacent to the medieval moat and overlooking fabulous views of the Romney Marsh, followed by a delicious reception in the elegant and beamed barn. There is plenty of parking for guests who are welcome to leave their cars overnight. Conveniently located 15 minutes from As","Court Lodge Farm, Bilsington, Kent, TN25 7JY",TN25 7JY,venues4hire.org,2026-09-03T10:06:12.188190,https://venues4hire.org/venue/details/25442/odos-barn,ashford,False,False,True,True,False,True
