Venue Name	URL	Score	Issue Category	Severity	Issue Description	Recommended Improvement
Larkfield Priory Hotel	https://www.kentvenues.co.uk/venues/larkfield-priory-hotel	46	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Leaf Hotel Dover	https://www.kentvenues.co.uk/venues/leaf-hotel-dover	73	facilities	warning	"Only 2 facilities listed (Parking, Restaurant)"	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
Leaf Hotel Dover	https://www.kentvenues.co.uk/venues/leaf-hotel-dover	73	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Leaf Hotel Dover	https://www.kentvenues.co.uk/venues/leaf-hotel-dover	73	contact	warning	No social media links — all three social icons are unfilled placeholders	"Add the venue's Facebook, Twitter/X and Instagram profile URLs"
Leaf Hotel Dover	https://www.kentvenues.co.uk/venues/leaf-hotel-dover	73	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Leaf Hotel Dover	https://www.kentvenues.co.uk/venues/leaf-hotel-dover	73	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Leaf Hotel Dover	https://www.kentvenues.co.uk/venues/leaf-hotel-dover	73	facilities	suggestion	Large venue has no individual rooms/spaces listed	"Break the venue into bookable spaces with individual descriptions, capacities, and photos"
Leas Cliff Hall	https://www.kentvenues.co.uk/venues/leas-cliff-hall	20	description	critical	Listing is unclaimed — the description is auto-generated boilerplate	"Claim the listing and replace the auto-generated text with a real description (200+ words) covering character, history, setting and unique selling points"
Leas Cliff Hall	https://www.kentvenues.co.uk/venues/leas-cliff-hall	20	description	warning	Description is very short (75 characters)	"Expand the description to at least 200 characters covering key details like venue style, setting, and ideal event types"
Leas Cliff Hall	https://www.kentvenues.co.uk/venues/leas-cliff-hall	20	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Leas Cliff Hall	https://www.kentvenues.co.uk/venues/leas-cliff-hall	20	photos	warning	Only 2 photo(s) on the listing	"Add more photos — listings with 5+ images convert significantly better. Cover different spaces, angles, and event set-ups"
Leas Cliff Hall	https://www.kentvenues.co.uk/venues/leas-cliff-hall	20	facilities	warning	"Only 2 facilities listed (Wifi, Parking)"	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
Leas Cliff Hall	https://www.kentvenues.co.uk/venues/leas-cliff-hall	20	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Leas Cliff Hall	https://www.kentvenues.co.uk/venues/leas-cliff-hall	20	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Leas Cliff Hall	https://www.kentvenues.co.uk/venues/leas-cliff-hall	20	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Leas Cliff Hall	https://www.kentvenues.co.uk/venues/leas-cliff-hall	20	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Leas Cliff Hall	https://www.kentvenues.co.uk/venues/leas-cliff-hall	20	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
London Beach Country Hotel	https://www.kentvenues.co.uk/venues/leas-cliff-hall-theatre-entertainment-venue	72	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
London Beach Country Hotel	https://www.kentvenues.co.uk/venues/leas-cliff-hall-theatre-entertainment-venue	72	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
London Beach Country Hotel	https://www.kentvenues.co.uk/venues/leas-cliff-hall-theatre-entertainment-venue	72	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
London Beach Country Hotel	https://www.kentvenues.co.uk/venues/leas-cliff-hall-theatre-entertainment-venue	72	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Leeds Castle	https://www.kentvenues.co.uk/venues/leeds-castle-2	43	description	critical	Missing or extremely short venue description	"Write a detailed description (200+ words) covering the venue's character, history, setting, and what makes it unique"
Leeds Castle	https://www.kentvenues.co.uk/venues/leeds-castle-2	43	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Leeds Castle	https://www.kentvenues.co.uk/venues/leeds-castle-2	43	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Leeds Castle	https://www.kentvenues.co.uk/venues/leeds-castle-2	43	contact	critical	"No contact information at all — no email, no social media, no website link"	Add at minimum a contact email and the venue's website and social media links so enquirers can reach the venue directly
Leeds Castle	https://www.kentvenues.co.uk/venues/leeds-castle-2	43	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Little Hermitage	https://www.kentvenues.co.uk/venues/little-hermitage	37	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Little Hermitage	https://www.kentvenues.co.uk/venues/little-hermitage	37	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Little Hermitage	https://www.kentvenues.co.uk/venues/little-hermitage	37	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Little Hermitage	https://www.kentvenues.co.uk/venues/little-hermitage	37	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Little Hermitage	https://www.kentvenues.co.uk/venues/little-hermitage	37	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Little Hermitage	https://www.kentvenues.co.uk/venues/little-hermitage	37	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Little Hermitage	https://www.kentvenues.co.uk/venues/little-hermitage	37	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Little Hermitage	https://www.kentvenues.co.uk/venues/little-hermitage	37	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Little Silver Country Hotel	https://www.kentvenues.co.uk/venues/little-silver-country-hotel	39	description	critical	Listing is unclaimed — the description is auto-generated boilerplate	"Claim the listing and replace the auto-generated text with a real description (200+ words) covering character, history, setting and unique selling points"
Little Silver Country Hotel	https://www.kentvenues.co.uk/venues/little-silver-country-hotel	39	description	warning	Description could be more detailed (101 characters)	"Consider adding more details about the venue's atmosphere, capacity ranges, and unique features"
Little Silver Country Hotel	https://www.kentvenues.co.uk/venues/little-silver-country-hotel	39	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Little Silver Country Hotel	https://www.kentvenues.co.uk/venues/little-silver-country-hotel	39	facilities	warning	"Only 2 facilities listed (Wifi, Restaurant)"	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
